Serial Number of system during year,Basin of origin,Name,Date,Time,lat,lon,"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",windspeed,"Pressure Drop(hPa)[or""delta P""]",Grade (text),Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar(in degree),
6,BOB,,17/08/2006,1800,22.5,80.5,, 988, 25,4,D, ,,
6,BOB,,17/08/2006,2100,22.5,80.0,, 988, 25,4,D, ,,
6,BOB,,18/08/2006,0000,22.5,79.0,, 990, 25,4,D, ,,
6,BOB,,18/08/2006,0300,23.0,78.0,, 992, 25,4,D, ,,
6,BOB,,18/08/2006,0600,23.0,77.5,, 994, 25,4,D, ,,
6,BOB,,18/08/2006,0900,23.5,77.0,, 994, 25,4,D, ,,
7,BOB,,29/08/2006,0300,20.5,87.5,1.5, 992, 25,4,D, ,,
7,BOB,,29/08/2006,0600,20.5,86.5,1.5, 992, 25,4,D, ,,
7,BOB,,29/08/2006,0900,21.0,85.0,1.5, 990, 25,4,D, ,,
7,BOB,,29/08/2006,1200,21.0,84.5,, 990, 25,4,D, ,,
7,BOB,,29/08/2006,1500,21.0,84.5,, 990, 25,4,D, ,,
7,BOB,,29/08/2006,1800,21.0,84.0,, 990, 25,4,D, ,,
7,BOB,,29/08/2006,2100,21.0,83.5,, 990, 25,4,D, ,,
7,BOB,,30/08/2006,0000,21.0,83.0,, 992, 25,4,D, ,,
7,BOB,,30/08/2006,0300,22.0,83.0,, 992, 25,4,D, ,,
7,BOB,,30/08/2006,0600,22.5,82.5,, 992, 25,4,D, ,,
7,BOB,,30/08/2006,0900,22.5,81.5,, 992, 25,4,D, ,,
7,BOB,,30/08/2006,1200,22.5,81.0,, 992, 25,4,D, ,,
7,BOB,,30/08/2006,1500,22.5,81.0,, 992, 25,4,D, ,,
7,BOB,,30/08/2006,1800,22.5,81.0,, 992, 25,4,D, ,,
7,BOB,,30/08/2006,2100,22.5,80.5,, 992, 25,4,D, ,,
7,BOB,,31/08/2006,0000,23.0,80.0,, 994, 25,4,D, ,,
7,BOB,,31/08/2006,0300,23.5,79.0,, 994, 25,4,D, ,,
7,BOB,,31/08/2006,0600,24.0,78.0,, 994, 25,4,D, ,,
7,BOB,,31/08/2006,0900,24.0,78.0,, 994, 25,4,D, ,,
7,BOB,,31/08/2006,1200,24.0,78.0,, 994, 25,4,D, ,,
7,BOB,,31/08/2006,1500,24.0,78.0,, 994, 25,4,D, ,,
7,BOB,,31/08/2006,1800,24.5,77.5,, 994, 25,4,D, ,,
7,BOB,,31/08/2006,2100,25.0,77.0,, 994, 25,4,D, ,,
7,BOB,,01/09/2006,0000,25.5,77.0,, 994, 25,4,D, ,,
7,BOB,,01/09/2006,0300,26.0,76.5,, 994, 25,4,D, ,,
7,BOB,,01/09/2006,0600,26.0,76.5,, 994, 25,4,D, ,,
8,BOB,,03/09/2006,0300,20.0,90.0,1.5,994, 25,4,D,,,
8,BOB,,03/09/2006,0600,20.5,89.5,1.5,994, 25,4,D,,,
8,BOB,,03/09/2006,0900,20.6,89.0,1.5,994, 25,4,D,,,
8,BOB,,03/09/2006,1200,20.5,88.5,1.5, 992, 25,4,D, ,,
8,BOB,,03/09/2006,1500,20.5,88.0,1.5, 992, 25,4,D, ,,
8,BOB,,03/09/2006,1800,20.5,87.5,1.5, 992, 25,4,D, ,,
8,BOB,,03/09/2006,2100,20.5,87.5,1.5, 992, 25,4,D, ,,
8,BOB,,04/09/2006,0000,21.0,87.0,1.5, 992, 25,4,D, ,,
8,BOB,,04/09/2006,0300,21.0,86.5,, 992, 25,4,D, ,,
8,BOB,,04/09/2006,0600,21.5,85.5,, 992, 25,4,D, ,,
8,BOB,,04/09/2006,0900,21.5,85.0,, 992, 25,4,D, ,,
8,BOB,,04/09/2006,1200,22.0,84.5,, 992, 25,4,D, ,,
8,BOB,,04/09/2006,1500,22.0,84.5,, 992, 25,4,D, ,,
8,BOB,,04/09/2006,1800,22.0,84.5,, 992, 25,4,D, ,,
8,BOB,,04/09/2006,2100,22.0,84.5,, 994, 25,4,D, ,,
9,LAND,,21/09/2006,0300,23.0,86.5,, 996, 25,4,D, ,,
9,LAND,,21/09/2006,0600,23.0,86.5,, 996, 25,4,D, ,,
9,LAND,,21/09/2006,0900,23.0,86.5,, 996, 25,4,D, ,,
9,LAND,,21/09/2006,1200,23.0,86.5,, 996, 25,4,D, ,,
9,LAND,,21/09/2006,1500,23.0,86.5,, 996, 25,4,D, ,,
9,LAND,,21/09/2006,1800,23.0,86.5,, 996, 25,4,D, ,,
9,LAND,,21/09/2006,2100,23.0,86.5,, 996, 25,4,D, ,,
9,LAND,,22/09/2006,0000,23.5,86.0,, 996, 25,4,D, ,,
9,LAND,,22/09/2006,0300,23.5,86.0,, 996, 25,4,D, ,,
9,LAND,,22/09/2006,0600,23.5,86.0,, 996, 25,4,D, ,,
9,LAND,,22/09/2006,0900,23.5,86.0,, 996, 25,4,D, ,,
9,LAND,,22/09/2006,1200,23.5,86.0,, 996, 25,4,D, ,,
9,LAND,,22/09/2006,1500,23.5,86.0,, 996, 25,4,D, ,,
9,LAND,,22/09/2006,1800,23.5,86.0,, 996, 25,4,D, ,,
9,LAND,,22/09/2006,2100,23.5,86.0,, 996, 25,4,D, ,,
9,LAND,,23/09/2006,0000,23.5,86.0,, 996, 25,4,D, ,,
9,LAND,,23/09/2006,0300,23.5,85.5,, 996, 25,4,D, ,,
9,LAND,,23/09/2006,0600,23.5,85.5,, 996, 25,4,D, ,,
9,LAND,,23/09/2006,0900,23.5,85.5,, 996, 25,4,D, ,,
9,LAND,,23/09/2006,1200,23.5,85.5,, 996, 25,4,D, ,,
9,LAND,,23/09/2006,1500,23.5,85.5,, 996, 25,4,D, ,,
9,LAND,,23/09/2006,1800,23.5,85.5,, 996, 25,4,D, ,,
9,LAND,,23/09/2006,2100,23.5,85.5,, 996, 25,4,D, ,,
9,LAND,,24/09/2006,0000,23.5,85.5,, 996, 25,4,D, ,,
10,ARB,MUKDA,21/09/2006,0300,19.5,66.0,1.5,1004, 25, 4,D, ,,
10,ARB,MUKDA,21/09/2006,0600,19.5,66.0,2.0,1002, 30, 5,DD, ,,
10,ARB,MUKDA,21/09/2006,0900,19.5,66.0,2.0,1000, 30, 5,DD, ,,
10,ARB,MUKDA,21/09/2006,1200,19.5,66.0,2.0,1000, 30, 5,DD, ,,
10,ARB,MUKDA,21/09/2006,1500,19.5,66.0,2.0,1000, 30, 5,DD, ,,
10,ARB,MUKDA,21/09/2006,1800,19.5,66.0,2.0,1000, 30, 5,DD, ,,
10,ARB,MUKDA,21/09/2006,2100,19.5,66.0,2.0, 998, 30, 5,DD, ,,
10,ARB,MUKDA,22/09/2006,0000,20.0,66.0,2.5, 996, 40, 6,CS, ,,
10,ARB,MUKDA,22/09/2006,0300,20.0,66.0,3.0, 994, 45, 6,CS, ,,
10,ARB,MUKDA,22/09/2006,0600,20.0,66.0,3.0, 994, 45, 6,CS, ,,
10,ARB,MUKDA,22/09/2006,0900,20.0,66.0,3.0, 994, 45, 8,CS, ,,
10,ARB,MUKDA,22/09/2006,1200,20.5,66.5,3.0, 994, 45,10,SCS, ,,
10,ARB,MUKDA,22/09/2006,1500,20.5,66.5,3.0, 992, 45,10,SCS, ,,
10,ARB,MUKDA,22/09/2006,1800,20.5,66.5,3.0, 990, 45,10,SCS, ,,
10,ARB,MUKDA,22/09/2006,2100,20.5,66.5,3.0, 988, 45,10,SCS, ,,
10,ARB,MUKDA,23/09/2006,0000,21.0,67.0,3.0, 988, 45,10,SCS, ,,
10,ARB,MUKDA,23/09/2006,0300,21.0,67.0,3.0, 988, 45,10,SCS, ,,
10,ARB,MUKDA,23/09/2006,0600,21.0,67.0,3.0, 988, 45,10,SCS, ,,
10,ARB,MUKDA,23/09/2006,0900,21.0,67.0,3.0, 988, 45,10,SCS, ,,
10,ARB,MUKDA,23/09/2006,1200,21.0,67.0,3.0, 988, 50,10,SCS, ,,
10,ARB,MUKDA,23/09/2006,1500,21.0,67.0,3.5, 990, 55,15,SCS, ,,
10,ARB,MUKDA,23/09/2006,1800,21.0,67.0,3.5, 992, 50,15,SCS, ,,
10,ARB,MUKDA,23/09/2006,2100,21.0,67.0,3.0, 994, 45,10,CS, ,,
10,ARB,MUKDA,24/09/2006,0000,21.0,67.0,3.0, 994, 40,10,CS, ,,
10,ARB,MUKDA,24/09/2006,0300,21.0,67.0,2.0, 996, 35, 8,CS, ,,
10,ARB,MUKDA,24/09/2006,0600,21.0,67.0,2.0,1000, 30, 5,DD, ,,
10,ARB,MUKDA,24/09/2006,0900,21.0,67.0,2.0,1002, 30, 5,DD, ,,
10,ARB,MUKDA,24/09/2006,1200,21.0,67.0,1.5,1004, 25, 4,D, ,,
11,BOB,,28/09/2006,0900,18.0,89.0,1.5,1002, 25,4,D, ,,
11,BOB,,28/09/2006,1200,18.5,88.5,1.5,1002, 25,4,D, ,,
11,BOB,,28/09/2006,1500,18.5,88.0,1.5,1002, 25,4,D, ,,
11,BOB,,28/09/2006,1800,18.5,87.5,1.5,1002, 25,4,D, ,,
11,BOB,,28/09/2006,2100,19.0,87.0,1.5,1002, 25,4,D, ,,
11,BOB,,29/09/2006,0000,19.0,86.5,1.5,1002, 25,4,D, ,,
11,BOB,,29/09/2006,0300,19.0,86.0,1.5,1002, 25,4,D, ,,
11,BOB,,29/09/2006,0600,19.0,85.5,1.5,1002, 25,4,D, ,,
11,BOB,,29/09/2006,0900,19.0,85.0,1.5,1002, 25,4,D, ,,
11,BOB,,29/09/2006,1200,19.0,84.5,,1002, 25,4,D, ,,
11,BOB,,29/09/2006,1500,19.0,84.5,,1002, 25,4,D, ,,
11,BOB,,29/09/2006,1800,19.0,84.5,,1002, 25,4,D, ,,
11,BOB,,29/09/2006,2100,19.0,84.0,,1002, 25,4,D, ,,
11,BOB,,30/09/2006,0000,19.5,83.5,,1002, 25,4,D, ,,
12,BOB,OGNI,29/10/2006,0000,14.0,80.5,1.5,1002, 25,4,D, ,,
12,BOB,OGNI,29/10/2006,0300,14.5,80.5,1.5,1002, 25,4,D, ,,
12,BOB,OGNI,29/10/2006,0600,14.5,80.5,1.5,1002, 25,4,D, ,,
12,BOB,OGNI,29/10/2006,0900,15.0,80.5,2.0,1000, 30, 5,DD, ,,
12,BOB,OGNI,29/10/2006,1200,15.0,80.5,2.5, 998, 35, 6,CS, ,,
12,BOB,OGNI,29/10/2006,1500,15.0,80.5,2.5, 998, 35, 6,CS, ,,
12,BOB,OGNI,29/10/2006,1800,15.5,80.5,2.5, 998, 35, 6,CS, ,,
12,BOB,OGNI,29/10/2006,2100,15.5,80.5,2.5, 998, 35,6,CS, ,,
12,BOB,OGNI,30/10/2006,0000,15.5,80.5,2.5, 998, 35, 6,CS, ,,
12,BOB,OGNI,30/10/2006,0300,15.6,80.3,2.5,1000, 35, 6,CS, ,,
12,BOB,OGNI,30/10/2006,0600,15.7,80.3,2.0,1002, 30,5,DD, ,,
12,BOB,OGNI,30/10/2006,0900,15.8,80.3,,1004, 25,4,D, ,,
1,BOB,,03/05/2007,1200,13.5,93.0,1.5,998,25,4,D,,,
1,BOB,,03/05/2007,1500,13.5,93.0,1.5,998,25,4,D,,,
1,BOB,,03/05/2007,1800,13.5,93.5,1.5,998,25,4,D,,,
1,BOB,,03/05/2007,2100,14.0,93.5,1.5,1000,25,4,D,,,
1,BOB,,04/05/2007,0000,14.0,93.5,1.5,1000,25,4,D,,,
1,BOB,,04/05/2007,0300,14.5,93.5,1.5,998,25,4,D,,,
1,BOB,,04/05/2007,0600,15.0,93.5,1.5,998,25,4,D,,,
1,BOB,,04/05/2007,0900,15.0,93.5,1.5,998,25,4,D,,,
1,BOB,,04/05/2007,1200,15.5,93.5,1.5,998,25,4,D,,,
1,BOB,,04/05/2007,1500,15.5,93.5,1.5,998,25,4,D,,,
1,BOB,,04/05/2007,1800,15.5,93.5,1.5,998,25,4,D,,,
1,BOB,,04/05/2007,2100,16.0,94.0,1.5,1000,25,4,D,,,
2,BOB,AKASH,13/05/2007,0300,15.0,90.5,1.5,998,25,4,D,,,
2,BOB,AKASH,13/05/2007,0600,15.0,90.5,1.5,998,25,4,D,,,
2,BOB,AKASH,13/05/2007,0900,15.0,90.5,1.5,996,25,4,D,,,
2,BOB,AKASH,13/05/2007,1200,15.5,90.5,1.5,996,25,4,D,,,
2,BOB,AKASH,13/05/2007,1500,15.5,90.5,1.5,996,25,4,D,,,
2,BOB,AKASH,13/05/2007,1800,15.5,90.5,1.5,996,25,4,D,,,
2,BOB,AKASH,13/05/2007,2100,16.0,90.5,2.0,994,30,6,DD,,,
2,BOB,AKASH,14/05/2007,0000,16.0,90.5,2.0,994,30,6,DD,,,
2,BOB,AKASH,14/05/2007,0300,16.5,91.0,2.5,990,35,8,CS,,,
2,BOB,AKASH,14/05/2007,0600,17.0,91.0,3.0,988,45,10,CS,,,
2,BOB,AKASH,14/05/2007,0900,18.0,91.5,3.0,988,45,10,CS,,,
2,BOB,AKASH,14/05/2007,1200,19.0,91.5,3.0,988,45,10,CS,,,
2,BOB,AKASH,14/05/2007,1500,19.5,91.5,3.0,988,45,10,CS,,,
2,BOB,AKASH,14/05/2007,1800,20.0,92.0,3.0,988,45,10,CS,,,
2,BOB,AKASH,14/05/2007,2100,21.0,92.0,3.0,988,45,10,CS,,,
3,ARB,GONU,01/06/2007,1800,15.0,68.0,1.5,1002,25,4,D,,,
3,ARB,GONU,01/06/2007,2100,15.0,68.0,1.5,1002,25,4,D,,,
3,ARB,GONU,02/06/2007,0000,15.0,68.0,1.5,1002,25,4,D,,,
3,ARB,GONU,02/06/2007,0300,15.0,67.5,2.0,1000,30,5,DD,,,
3,ARB,GONU,02/06/2007,0900,15.0,67.0,2.5,998,35,8,CS,,,
3,ARB,GONU,02/06/2007,1200,15.0,67.0,3.0,992,45,10,CS,,,
3,ARB,GONU,02/06/2007,1500,15.0,67.0,3.0,992,45,10,CS,,,
3,ARB,GONU,02/06/2007,1800,15.0,67.0,3.0,992,45,10,CS,,,
3,ARB,GONU,02/06/2007,2100,15.0,66.5,3.0,992,45,10,CS,,,
3,ARB,GONU,03/06/2007,0000,15.5,66.5,3.5,988,55,16,SCS,,,
3,ARB,GONU,03/06/2007,0300,15.5,66.5,3.5,988,55,16,SCS,,,
3,ARB,GONU,03/06/2007,0600,16.0,66.5,3.5,988,55,16,SCS,,,
3,ARB,GONU,03/06/2007,0900,16.5,66.5,3.5,988,55,16,SCS,,,
3,ARB,GONU,03/06/2007,1200,17.5,66.5,3.5,988,55,16,SCS,,,
3,ARB,GONU,03/06/2007,1500,17.5,66.5,3.5,988,55,16,SCS,,,
3,ARB,GONU,03/06/2007,1800,18.0,66.0,4.0,980,65,22,VSCS,,,
3,ARB,GONU,03/06/2007,2100,18.0,66.0,4.0,980,65,22,VSCS,,,
3,ARB,GONU,04/06/2007,0000,18.5,65.0,4.5,974,77,30,VSCS,,,
3,ARB,GONU,04/06/2007,0300,18.5,65.0,5.0,960,90,40,ESCS,,,
3,ARB,GONU,04/06/2007,0600,19.0,64.5,5.5,952,102,52,ESCS,,,
3,ARB,GONU,04/06/2007,0900,19.5,64.5,6.0,934,115,66,ESCS,,,
3,ARB,GONU,04/06/2007,1200,20.0,64.0,6.0,934,115,66,ESCS,,,
3,ARB,GONU,04/06/2007,1500,20.0,64.0,6.5,920,127,80,SUCS,,,
3,ARB,GONU,04/06/2007,1800,20.5,63.5,6.5,920,127,80,SUCS,,,
3,ARB,GONU,04/06/2007,2100,20.5,63.5,6.0,935,115,66,ESCS,,,
3,ARB,GONU,05/06/2007,0000,20.5,63.0,6.0,936,115,66,ESCS,,,
3,ARB,GONU,05/06/2007,0300,21.0,62.0,6.0,936,115,66,ESCS,,,
3,ARB,GONU,05/06/2007,0600,21.5,61.5,5.5,950,102,52,ESCS,,,
3,ARB,GONU,05/06/2007,0900,21.5,61.0,5.5,950,102,52,ESCS,,,
3,ARB,GONU,05/06/2007,1200,21.5,61.0,5.0,960,90,40,ESCS,,,
3,ARB,GONU,05/06/2007,1500,22.0,61.0,4.5,970,77,30,VSCS,,,
3,ARB,GONU,05/06/2007,1800,22.0,60.5,4.5,970,77,30,VSCS,,,
3,ARB,GONU,05/06/2007,2100,22.5,60.5,4.5,970,77,30,VSCS,,,
3,ARB,GONU,06/06/2007,0000,22.5,59.5,4.5,970,77,30,VSCS,,,
3,ARB,GONU,06/06/2007,0300,23.0,59.0,4.5,970,77,30,VSCS,,,
3,ARB,GONU,06/06/2007,0600,23.5,59.5,4.5,970,77,30,VSCS,,,
3,ARB,GONU,06/06/2007,0900,23.5,59.5,4.5,970,77,30,VSCS,,,
3,ARB,GONU,06/06/2007,1200,24.0,59.0,4.5,970,77,30,VSCS,,,
3,ARB,GONU,06/06/2007,1500,24.0,59.0,4.5,970,77,30,VSCS,,,
3,ARB,GONU,06/06/2007,1800,24.5,59.0,4.0,978,65,22,VSCS,,,
3,ARB,GONU,06/06/2007,2100,25.0,59.0,3.5,984,55,16,SCS,,,
3,ARB,GONU,07/06/2007,0000,25.0,59.0,3.0,988,45,10,CS,,,
3,ARB,GONU,07/06/2007,0300,25.5,58.5,3.0,988,45,10,CS,,,
4,BOB,,21/06/2007,0300,15.5,86.0,1.5,994,25,4,D,,,
4,BOB,,21/06/2007,0600,15.5,85.0,1.5,992,25,4,D,,,
4,BOB,,21/06/2007,0900,16.0,84.5,1.5,990,25,4,D,,,
4,BOB,,21/06/2007,1200,16.0,84.0,2.0,988,30,5,DD,,,
4,BOB,,21/06/2007,1500,16.0,83.5,2.0,988,30,5,DD,,,
4,BOB,,21/06/2007,1800,16.0,83.0,2.0,988,30,5,DD,,,
4,BOB,,21/06/2007,2100,16.5,82.5,2.0,988,30,5,DD,,,
4,BOB,,22/06/2007,0000,16.5,82.0,2.0,988,30,5,DD,,,
4,BOB,,22/06/2007,0300,16.5,81.0,,990,30,5,DD,,,
4,BOB,,22/06/2007,0600,16.5,80.0,,990,30,5,DD,,,
4,BOB,,22/06/2007,0900,16.5,79.0,,988,30,5,DD,,,
4,BOB,,22/06/2007,1200,17.0,78.5,,988,30,5,DD,,,
4,BOB,,22/06/2007,1500,17.0,78.0,,990,30,5,DD,,,
4,BOB,,22/06/2007,1800,17.0,77.5,,992,30,5,DD,,,
4,BOB,,22/06/2007,2100,17.5,77.0,,992,30,5,DD,,,
4,BOB,,23/06/2007,0000,17.5,77.0,,992,30,5,DD,,,
4,BOB,,23/06/2007,0300,18.0,76.0,,992,25,4,D,,,
4,BOB,,23/06/2007,0600,18.5,75.0,,990,25,4,D,,,
4,BOB,,23/06/2007,0900,19.0,74.0,,990,25,4,D,,,
5,ARB,YEMYIN,25/06/2007,0300,23.5,67.5,1.5,992,25,4,D,,,
5,ARB,YEMYIN,25/06/2007,0600,23.5,67.5,1.5,992,25,4,D,,,
5,ARB,YEMYIN,25/06/2007,0900,23.5,67.0,1.5,990,25,4,D,,,
5,ARB,YEMYIN,25/06/2007,1200,23.5,66.5,2.0,988,30,5,DD,,,
5,ARB,YEMYIN,25/06/2007,1500,23.5,66.5,2.0,988,30,5,DD,,,
5,ARB,YEMYIN,25/06/2007,1800,23.5,66.0,2.0,988,30,5,DD,,,
5,ARB,YEMYIN,25/06/2007,2100,23.5,66.0,2.5,986,35,6,CS,,,
5,ARB,YEMYIN,26/06/2007,0000,24.0,65.0,2.5,988,35,6,CS,,,
6,BOB,,28/06/2007,0000,18.5,87.0,1.5,988,25,4,D,,,
6,BOB,,28/06/2007,0300,18.5,87.0,2.0,986,30,5,DD,,,
6,BOB,,28/06/2007,0600,18.5,87.0,2.0,986,30,5,DD,,,
6,BOB,,28/06/2007,0900,19.0,86.5,2.0,986,30,5,DD,,,
6,BOB,,28/06/2007,1200,19.0,86.0,2.0,986,30,5,DD,,,
6,BOB,,28/06/2007,1500,19.0,86.0,2.0,986,30,5,DD,,,
6,BOB,,28/06/2007,1800,19.0,86.0,2.0,986,30,5,DD,,,
6,BOB,,28/06/2007,2100,19.5,86.0,2.0,986,30,5,DD,,,
6,BOB,,29/06/2007,0000,19.5,86.0,2.0,986,30,5,DD,,,
6,BOB,,29/06/2007,0300,20.0,86.0,,988,30,5,DD,,,
6,BOB,,29/06/2007,0600,20.5,85.5,,988,30,5,DD,,,
6,BOB,,29/06/2007,0900,20.5,85.0,,988,30,5,DD,,,
6,BOB,,29/06/2007,1200,20.5,84.5,,988,30,5,DD,,,
6,BOB,,29/06/2007,1500,20.5,84.0,,988,30,5,DD,,,
6,BOB,,29/06/2007,1800,20.5,83.0,,988,30,5,DD,,,
6,BOB,,29/06/2007,2100,21.0,82.0,,990,30,5,DD,,,
6,BOB,,30/06/2007,0000,21.5,81.5,,990,30,5,DD,,,
6,BOB,,30/06/2007,0300,22.0,81.0,,992,25,4,D,,,
6,BOB,,30/06/2007,0600,22.0,81.0,,992,25,4,D,,,
6,BOB,,30/06/2007,0900,22.5,81.0,,992,25,4,D,,,
6,BOB,,30/06/2007,1200,22.5,80.5,,992,25,4,D,,,
7,BOB,,04/07/2007,0300,22.0,89.5,1.5,990,25,4,D,,,
7,BOB,,04/07/2007,0600,22.0,89.5,1.5,990,25,4,D,,,
7,BOB,,04/07/2007,0900,22.0,89.5,1.5,992,25,4,D,,,
7,BOB,,04/07/2007,1200,23.0,89.5,,990,25,4,D,,,
7,BOB,,04/07/2007,1500,23.0,89.5,,992,25,4,D,,,
7,BOB,,04/07/2007,1800,23.0,89.5,,990,25,4,D,,,
7,BOB,,04/07/2007,2100,23.0,89.5,,992,25,4,D,,,
7,BOB,,07/05/2007,0000,23.0,89.5,,992,25,4,D,,,
7,BOB,,07/05/2007,0300,23.0,88.0,,992,25,4,D,,,
7,BOB,,07/05/2007,0600,23.0,88.0,,988,25,4,D,,,
7,BOB,,07/05/2007,0900,23.0,88.0,,988,25,4,D,,,
7,BOB,,07/05/2007,1200,23.0,88.0,,988,30,5,DD,,,
7,BOB,,07/05/2007,1500,23.0,88.0,,988,30,5,DD,,,
7,BOB,,07/05/2007,1800,23.0,88.0,,988,30,5,DD,,,
7,BOB,,07/05/2007,2100,23.0,88.0,,988,30,5,DD,,,
7,BOB,,07/06/2007,0000,23.0,88.0,,988,30,5,DD,,,
7,BOB,,07/06/2007,0300,23.0,87.0,,988,30,5,DD,,,
7,BOB,,07/06/2007,0600,23.0,87.0,,988,30,5,DD,,,
7,BOB,,07/06/2007,0900,23.0,87.0,,988,30,5,DD,,,
7,BOB,,07/06/2007,1200,23.0,86.0,,988,30,5,DD,,,
7,BOB,,07/06/2007,1500,23.0,86.0,,988,30,5,DD,,,
7,BOB,,07/06/2007,1800,23.0,86.0,,988,30,5,DD,,,
7,BOB,,07/06/2007,2100,23.0,86.0,,988,30,5,DD,,,
7,BOB,,07/07/2007,0000,23.0,86.0,,988,30,5,DD,,,
7,BOB,,07/07/2007,0300,23.5,83.5,,990,25,4,D,,,
7,BOB,,07/07/2007,0600,23.5,83.5,,990,25,4,D,,,
7,BOB,,07/07/2007,0900,23.5,83.5,,990,25,4,D,,,
7,BOB,,07/07/2007,1200,23.5,82.0,,990,25,4,D,,,
7,BOB,,07/07/2007,1500,23.5,82.0,,990,25,4,D,,,
7,BOB,,07/07/2007,1800,23.5,82.0,,990,25,4,D,,,
7,BOB,,07/07/2007,2100,23.5,82.0,,990,25,4,D,,,
7,BOB,,07/08/2007,0000,23.5,82.0,,990,25,4,D,,,
7,BOB,,07/08/2007,0300,23.5,79.0,,990,25,4,D,,,
7,BOB,,07/08/2007,0600,23.5,79.0,,990,25,4,D,,,
7,BOB,,07/08/2007,0900,23.5,79.0,,990,25,4,D,,,
7,BOB,,07/08/2007,1200,24.0,78.0,,990,25,4,D,,,
7,BOB,,07/08/2007,1500,24.0,78.0,,990,25,4,D,,,
7,BOB,,07/08/2007,1800,24.0,78.0,,990,25,4,D,,,
7,BOB,,07/08/2007,2100,24.0,78.0,,990,25,4,D,,,
7,BOB,,07/09/2007,0000,24.0,78.0,,990,25,4,D,,,
7,BOB,,07/09/2007,0300,25.0,78.0,,990,25,4,D,,,
7,BOB,,07/09/2007,0600,25.0,78.0,,990,25,4,D,,,
7,BOB,,07/09/2007,0900,25.0,78.0,,990,25,4,D,,,
8,BOB,,08/05/2007,0000,20.0,88.5,1.5,992,25,4,D,,,
8,BOB,,08/05/2007,0300,20.0,88.5,1.5,992,25,4,D,,,
8,BOB,,08/05/2007,0600,20.0,88.5,1.5,992,25,4,D,,,
8,BOB,,08/05/2007,0900,20.0,88.5,1.5,990,25,4,D,,,
8,BOB,,08/05/2007,1200,20.0,88.0,1.5,990,25,4,D,,,
8,BOB,,08/05/2007,1500,20.0,88.5,1.5,990,25,4,D,,,
8,BOB,,08/05/2007,1800,20.0,87.5,2.0,988,30,5,DD,,,
8,BOB,,08/05/2007,2100,20.5,87.5,2.0,984,30,5,DD,,,
8,BOB,,08/06/2007,0000,20.5,87.0,2.0,988,30,5,DD,,,
8,BOB,,08/06/2007,0300,20.5,86.0,,990,30,5,DD,,,
8,BOB,,08/06/2007,0600,20.5,85.0,,992,30,5,DD,,,
8,BOB,,08/06/2007,0900,20.5,84.5,,990,30,5,DD,,,
8,BOB,,08/06/2007,1200,20.5,84.5,,990,30,5,DD,,,
8,BOB,,08/06/2007,1500,20.5,84.5,,992,30,5,DD,,,
8,BOB,,08/06/2007,1800,20.5,84.0,,992,30,5,DD,,,
8,BOB,,08/06/2007,2100,20.5,83.0,,990,30,5,DD,,,
8,BOB,,08/07/2007,0000,21.0,82.5,,990,30,5,DD,,,
8,BOB,,08/07/2007,0300,21.0,82.0,,992,25,4,D,,,
8,BOB,,08/07/2007,0600,22.0,81.0,,992,25,4,D,,,
8,BOB,,08/07/2007,0900,22.5,80.5,,992,25,4,D,,,
11,ARB,,27/10/2007,1800,10.5,66.5,1.5,1006,25,4.0,D,,,
11,ARB,,27/10/2007,2100,10.5,66.5,1.5,1006,25,4.0,D,,,
11,ARB,,28/10/2007,0000,10.5,66.5,1.5,1006,25,4.0,D,,,
11,ARB,,28/10/2007,0300,10.5,66.5,2.0,1004,30,5.0,DD,,,
11,ARB,,28/10/2007,0900,11.5,66.0,2.0,1004,30,5.0,DD,,,
11,ARB,,28/10/2007,1200,11.5,66.0,2.0,1004,30,5.0,DD,,,
11,ARB,,28/10/2007,1500,11.5,66.0,2.0,1004,30,5.0,DD,,,
11,ARB,,28/10/2007,1800,11.5,66.0,2.0,1004,30,5.0,DD,,,
11,ARB,,28/10/2007,2100,11.5,66.0,2.0,1004,30,5.0,DD,,,
11,ARB,,29/10/2007,0000,11.5,65.5,2.0,1004,30,5.0,DD,,,
11,ARB,,29/10/2007,0300,11.5,65.5,2.0,1002,30,5.0,DD,,,
11,ARB,,29/10/2007,0600,11.5,65.5,2.0,1002,30,5.0,DD,,,
11,ARB,,29/10/2007,0900,11.5,65.5,2.0,1002,30,5.0,DD,,,
11,ARB,,29/10/2007,1200,11.5,65.5,2.0,1002,30,5.0,DD,,,
11,ARB,,29/10/2007,1500,11.5,65.5,2.0,1002,30,5.0,DD,,,
11,ARB,,29/10/2007,1800,11.5,65.5,2.0,1002,30,5.0,DD,,,
11,ARB,,29/10/2007,2100,11.5,65.5,2.0,1002,30,5.0,DD,,,
11,ARB,,30/10/2007,0000,11.5,65.5,2.0,1002,30,5.0,DD,,,
11,ARB,,30/10/2007,0300,11.5,65.5,2.0,1002,30,5.0,DD,,,
11,ARB,,30/10/2007,0600,11.5,65.5,2.0,1002,30,5.0,DD,,,
11,ARB,,30/10/2007,0900,11.5,65.5,2.0,1002,30,5.0,DD,,,
11,ARB,,30/10/2007,1200,11.5,65.0,2.0,1002,30,5.0,DD,,,
