Serial Number of system during year,Basin of origin,Name,Date,Time,lat,lon,"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",windspeed,"Pressure Drop(hPa)[or""delta P""]",Grade (text),Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar(in degree),
11,ARB,,30/10/2007,1500,11.5,64.5,2.0,1002,30,5.0,DD,,,
11,ARB,,30/10/2007,1800,11.5,64.5,2.0,1002,30,5.0,DD,,,
11,ARB,,30/10/2007,2100,11.5,64.5,2.0,1002,30,5.0,DD,,,
11,ARB,,31/10/2007,0000,11.5,64.5,2.0,1000,30,5.0,DD,,,
11,ARB,,31/10/2007,0300,11.5,64.0,2.0,1000,30,5.0,DD,,,
11,ARB,,31/10/2007,0600,11.5,64.0,2.0,1000,30,5.0,DD,,,
11,ARB,,31/10/2007,0900,11.5,63.5,2.0,1002,30,5.0,DD,,,
11,ARB,,31/10/2007,1200,12.0,63.0,2.0,1002,30,5.0,DD,,,
11,ARB,,31/10/2007,1500,12.0,63.0,2.0,1002,30,5.0,DD,,,
11,ARB,,31/10/2007,1800,12.5,62.5,2.0,1002,30,5.0,DD,,,
11,ARB,,31/10/2007,2100,12.0,62.0,2.0,1002,30,5.0,DD,,,
11,ARB,,11/01/2007,0000,13.5,61.5,2.0,1002,30,5.0,DD,,,
11,ARB,,11/01/2007,0300,14.0,60.5,2.0,1002,30,5.0,DD,,,
11,ARB,,11/01/2007,0600,14.0,60.0,2.0,1002,30,5.0,DD,,,
11,ARB,,11/01/2007,0900,14.0,59.5,2.0,1002,30,5.0,DD,,,
11,ARB,,11/01/2007,1200,14.5,58.5,2.0,1002,30,5.0,DD,,,
11,ARB,,11/01/2007,1500,14.5,58.0,2.0,1002,30,5.0,DD,,,
11,ARB,,11/01/2007,1800,14.5,57.5,2.0,1002,30,5.0,DD,,,
11,ARB,,11/01/2007,2100,14.5,57.0,2.0,1002,30,5.0,DD,,,
11,ARB,,11/02/2007,0000,14.5,57.0,2.0,1002,30,5.0,DD,,,
11,ARB,,11/02/2007,0300,14.5,56.5,1.5,1004,25,4.0,D,,,
11,ARB,,11/02/2007,0600,14.5,56.5,1.5,1004,25,4.0,D,,,
11,ARB,,11/02/2007,0900,15.0,56.0,1.5,1004,25,4.0,D,,,
9,BOB,SIDR,11/11/2007,0900,10.0,92.0,1.5,1004,25,4.0,D,,,
9,BOB,SIDR,11/11/2007,1200,10.0,92.0,1.5,1004,25,4.0,D,,,
9,BOB,SIDR,11/11/2007,1500,10.0,92.0,1.5,1004,25,4.0,D,,,
9,BOB,SIDR,11/11/2007,1800,10.5,91.5,2.0,1002,30,5.0,DD,,,
9,BOB,SIDR,11/11/2007,2100,10.5,91.5,2.0,1002,30,5.0,DD,,,
9,BOB,SIDR,11/12/2007,0000,10.5,91.5,2.0,1002,30,5,DD,,,
9,BOB,SIDR,11/12/2007,0300,10.5,91.0,2.5,1002,35,6,CS,,,
9,BOB,SIDR,11/12/2007,0600,11.0,90.5,3.0,998,40,10,CS,,,
9,BOB,SIDR,11/12/2007,0900,11.0,90.5,3.0,996,45,12,CS,,,
9,BOB,SIDR,11/12/2007,1200,11.5,90.0,3.5,992,55,16,SCS,,,
9,BOB,SIDR,11/12/2007,1500,11.5,90.0,3.5,992,55,16,SCS,,,
9,BOB,SIDR,11/12/2007,1800,11.5,90.0,4.0,986,65,20,VSCS,,,
9,BOB,SIDR,11/12/2007,2100,11.5,90.0,4.5,980,80,29,VSCS,,,
9,BOB,SIDR,13/11/2007,0000,12.0,89.5,5.0,968,90,40,ESCS,,,
9,BOB,SIDR,13/11/2007,0300,12.0,89.5,5.0,968,90,40,ESCS,,,
9,BOB,SIDR,13/11/2007,0600,12.0,89.5,5.0,968,90,40,ESCS,,,
9,BOB,SIDR,13/11/2007,0900,13.0,89.5,5.0,964,90,40,ESCS,,,
9,BOB,SIDR,13/11/2007,1200,13.0,89.5,5.0,964,90,40,ESCS,,,
9,BOB,SIDR,13/11/2007,1500,13.0,89.5,5.0,964,90,40,ESCS,,,
9,BOB,SIDR,13/11/2007,1800,13.5,89.5,5.0,964,90,40,ESCS,,,
9,BOB,SIDR,13/11/2007,2100,14.0,89.5,5.0,964,90,40,ESCS,,,
9,BOB,SIDR,14/11/2007,0000,14.5,89.5,5.0,964,90,40,ESCS,,,
9,BOB,SIDR,14/11/2007,0300,14.5,89.5,5.0,964,90,40,ESCS,,,
9,BOB,SIDR,14/11/2007,0600,15.0,89.5,5.0,964,90,40,ESCS,,,
9,BOB,SIDR,14/11/2007,0900,15.5,89.5,5.0,964,90,40,ESCS,,,
9,BOB,SIDR,14/11/2007,1200,16.0,89.0,5.0,964,90,40,ESCS,,,
9,BOB,SIDR,14/11/2007,1500,16.0,89.0,5.0,964,90,40,ESCS,,,
9,BOB,SIDR,14/11/2007,1800,16.5,89.0,5.5,956,105,55,ESCS,,,
9,BOB,SIDR,14/11/2007,2100,17.0,89.0,5.5,956,105,55,ESCS,,,
9,BOB,SIDR,15/11/2007,0000,17.5,89.0,5.5,956,105,55,ESCS,,,
9,BOB,SIDR,15/11/2007,0300,18.0,89.0,6.0,944,115,66,ESCS,,,
9,BOB,SIDR,15/11/2007,0600,19.5,89.0,6.0,944,115,66,ESCS,,,
9,BOB,SIDR,15/11/2007,0900,20.0,89.0,6.0,944,115,66,ESCS,,,
9,BOB,SIDR,15/11/2007,1200,21.0,89.0,6.0,944,115,66,ESCS,,,
9,BOB,SIDR,15/11/2007,1500,21.5,89.5,6.0,944,115,66,ESCS,,,
9,BOB,SIDR,15/11/2007,1800,22.5,90.5,4.5,980,80,30,VSCS,,,
9,BOB,SIDR,15/11/2007,2100,23.5,91.0,3.0,996,45,12,CS,,,
9,BOB,SIDR,16/11/2007,0000,23.5,91.0,2.5,1000,35,7,CS,,,
9,BOB,SIDR,16/11/2007,0300,24.5,91.5,1.5,1002,25,4,D,,,
1,BOB,NARGIS,27/04/2008,0300,12.0,87.0,1.5,1000,25,3,D,,,
1,BOB,NARGIS,27/04/2008,0600,12.0,87.0,1.5,998,25,3,D,,,
1,BOB,NARGIS,27/04/2008,0900,12.0,86.5,1.5,998,25,3,D,,,
1,BOB,NARGIS,27/04/2008,1200,12.0,86.5,2.0,998,30,4,DD,,,
1,BOB,NARGIS,27/04/2008,1500,12.0,86.5,2.0,994,30,4,DD,,,
1,BOB,NARGIS,27/04/2008,1800,12.5,86.0,2.0,994,30,4,DD,,,
1,BOB,NARGIS,27/04/2008,2100,13.0,85.5,2.0,994,30,4,DD,,,
1,BOB,NARGIS,28/04/2008,0000,13.0,85.5,2.5,994,35,6,CS,,,
1,BOB,NARGIS,28/04/2008,0300,13.0,85.5,2.5,994,40,8,CS,,,
1,BOB,NARGIS,28/04/2008,0600,13.0,85.5,3,990,45,10,CS,,,
1,BOB,NARGIS,28/04/2008,0900,13.0,85.5,3.5,986,55,14,SCS,,,
1,BOB,NARGIS,28/04/2008,1200,13.0,85.5,3.5,986,55,14,SCS,,,
1,BOB,NARGIS,28/04/2008,1500,13.0,85.5,3.5,986,55,14,SCS,,,
1,BOB,NARGIS,28/04/2008,1800,13.0,85.5,3.5,986,55,14,SCS,,,
1,BOB,NARGIS,28/04/2008,2100,13.0,85.5,3.5,986,55,14,SCS,,,
1,BOB,NARGIS,29/04/2008,0000,13.0,85.5,3.5,986,55,14,SCS,,,
1,BOB,NARGIS,29/04/2008,0300,13.5,85.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,29/04/2008,0600,13.5,85.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,29/04/2008,0900,13.5,85.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,29/04/2008,1200,14.0,85.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,29/04/2008,1500,14.0,85.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,29/04/2008,1800,14.0,85.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,29/04/2008,2100,14.0,86.0,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,30/04/2008,0000,14.0,86.0,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,30/04/2008,0300,14.5,86.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,30/04/2008,0600,14.5,86.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,30/04/2008,0900,14.5,87.0,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,30/04/2008,1200,14.5,87.0,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,30/04/2008,1500,15.0,87.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,30/04/2008,1800,15.0,87.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,30/04/2008,2100,15.0,87.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,05/01/2008,0000,15.5,88.0,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,05/01/2008,0300,15.5,89.0,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,05/01/2008,0600,16.0,89.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,05/01/2008,0900,16.0,90.0,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,05/01/2008,1200,16.0,90.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,05/01/2008,1500,16.0,91.0,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,05/01/2008,1800,16.0,91.5,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,05/01/2008,2100,16.0,92.0,4.0,980,65,20,VSCS,,,
1,BOB,NARGIS,05/02/2008,0000,16.0,92.5,4.5,972,77,28,VSCS,,,
1,BOB,NARGIS,05/02/2008,0300,16.0,93.0,4.5,972,77,28,VSCS,,,
1,BOB,NARGIS,05/02/2008,0600,16.0,93.5,5.0,962,90,40,ESCS,,,
1,BOB,NARGIS,05/02/2008,0900,16.0,94.0,5.0,962,90,40,ESCS,,,
1,BOB,NARGIS,05/02/2008,1200,16.0,94.3,5.0,962,90,40,ESCS,,,
1,BOB,NARGIS,05/02/2008,1500,16.0,95.0,,964,90,40,ESCS,,,
1,BOB,NARGIS,05/02/2008,1800,16.5,95.5,,974,80,30,VSCS,,,
1,BOB,NARGIS,05/02/2008,2100,16.5,95.5,,986,60,18,SCS,,,
1,BOB,NARGIS,05/03/2008,0000,16.5,95.5,,990,50,14,SCS,,,
1,BOB,NARGIS,05/03/2008,0300,17.0,96.0,,992,50,12,SCS,,,
1,BOB,NARGIS,05/03/2008,0600,17.5,96.5,,994,45,10,CS,,,
1,BOB,NARGIS,05/03/2008,0900,18.0,97.0,,998,35,6,CS,,,
2,ARB,,06/05/2008,0000,15.5,66.0,1.5,1000,25,4,D,,,
2,ARB,,06/05/2008,0300,16.0,66.0,1.5,1000,25,4,D,,,
2,ARB,,06/05/2008,0600,16.5,65.5,1.5,1000,25,4,D,,,
2,ARB,,06/05/2008,0900,17.0,65.0,1.5,1000,25,4,D,,,
2,ARB,,06/05/2008,1200,18.0,64.5,1.5,996,25,4,D,,,
2,ARB,,06/05/2008,1500,18.5,64.5,1.5,996,25,4,D,,,
2,ARB,,06/05/2008,1800,19.0,64.0,1.5,996,25,4,D,,,
2,ARB,,06/05/2008,2100,19.5,63.5,1.5,996,25,4,D,,,
2,ARB,,06/06/2008,0000,19.5,63.0,1.5,996,25,4,D,,,
2,ARB,,06/06/2008,0300,19.5,62.0,1.5,995,25,4,D,,,
2,ARB,,06/06/2008,0600,20.0,62.0,1.5,995,25,4,D,,,
2,ARB,,06/06/2008,0900,20.0,61.5,1.5,995,25,4,D,,,
2,ARB,,06/06/2008,1200,20.0,61.5,1.5,994,25,4,D,,,
2,ARB,,06/06/2008,1500,20.0,61.5,1.5,996,25,4,D,,,
2,ARB,,06/06/2008,1800,20.0,61.0,1.5,996,25,4,D,,,
2,ARB,,06/06/2008,2100,20.0,61.0,2.0,996,25,4,D,,,
3,BOB,,16/06/2008,0300,21.5,90.0,1.5,992,25,4,D,,,
3,BOB,,16/06/2008,0900,21.5,89.5,1.5,988,25,4,D,,,
3,BOB,,16/06/2008,1200,22.0,89.5,1.5,988,25,4,D,,,
3,BOB,,17/06/2008,0300,23.0,88.5,1.5,990,25,4,D,,,
3,BOB,,17/06/2008,0900,23.0,88.0,1.5,990,25,4,D,,,
3,BOB,,17/06/2008,1200,23.0,88.0,1.5,990,25,4,D,,,
3,BOB,,18/06/2008,0300,24.0,87.0,1.5,992,20,3,D,,,
4,land,,08/09/2008,1200,20.0,86.0,,988,25,4,D,,,
4,land,,08/10/2008,0300,21.5,85.5,,990,25,4,D,,,
4,land,,08/10/2008,0900,22.5,85.2,,990,25,4,D,,,
5,BOB,,15/09/2008,1200,19.5,88.5,1.5,996,25,4,D,,,
5,BOB,,15/09/2008,1500,19.5,88.5,1.5,996,25,4,D,,,
5,BOB,,15/09/2008,1800,19.5,88.0,1.5,986,25,4,D,,,
5,BOB,,16/09/2008,0300,19.5,88.0,1.5,994,25,4,D,,,
5,BOB,,16/09/2008,0600,20.0,87.5,2.0,994,30,5,DD,,,
5,BOB,,16/09/2008,0900,20.5,87.0,2.0,990,30,5,DD,,,
5,BOB,,16/09/2008,1200,20.5,87.0,2.0,986,30,5,DD,,,
5,BOB,,16/09/2008,1500,21.0,87.0,2.0,986,30,5,DD,,,
5,BOB,,16/09/2008,1800,21.0,86.5,,988,30,5,DD,,,
5,BOB,,17/09/2008,0000,21.0,86.0,,992,30,5,DD,,,
5,BOB,,17/09/2008,0300,21.5,85.5,,992,30,5,DD,,,
5,BOB,,17/09/2008,0900,22.0,84.5,,992,30,5,DD,,,
5,BOB,,17/09/2008,1200,22.0,84.5,,992,30,5,DD,,,
5,BOB,,18/09/2008,0300,22.5,82.5,,996,30,5,DD,,,
5,BOB,,18/09/2008,0900,23.0,82.0,,996,25,4,D,,,
5,BOB,,18/09/2008,1200,23.0,82.0,,996,25,4,D,,,
5,BOB,,19/09/2008,0300,24.5,80.5,,996,25,4,D,,,
5,BOB,,19/09/2008,0900,26.0,80.0,,996,25,4,D,,,
6,ARB,,19/10/2008,0900,9.0,60.0,1.5,1004,25,4,D,,,
6,ARB,,19/10/2008,1200,9.0,59.5,1.5,1004,25,4,D,,,
6,ARB,,20/10/2008,0300,10.0,57.5,1.5,1004,25,4,D,,,
6,ARB,,20/10/2008,1200,10.0,56.5,1.5,1002,25,4,D,,,
6,ARB,,21/10/2008,0300,10.5,54.5,2.0,1000,30,5,DD,,,
6,ARB,,21/10/2008,1200,11.0,54.0,2.0,1000,30,5,DD,,,
6,ARB,,22/10/2008,0300,13.0,53.0,1.5,1002,25,4,D,,,
6,ARB,,22/10/2008,1200,13.5,52.5,1.5,1002,25,4,D,,,
7,BOB,RASHMI,25/10/2008,0300,16.5,86.5,1.5,1004,25,3,D,,,
7,BOB,RASHMI,25/10/2008,0900,17.0,87.0,1.5,1002,25,3,D,,,
7,BOB,RASHMI,25/10/2008,1200,17.5,87.0,1.5,1002,25,3,D,,,
7,BOB,RASHMI,25/10/2008,1800,18.0,87.0,1.5,1002,25,3,D,,,
7,BOB,RASHMI,26/10/2008,0000,18.0,87.0,2.0,1000,30,5,DD,,,
7,BOB,RASHMI,26/10/2008,0300,18.5,87.5,2.0,1000,30,5,DD,,,
7,BOB,RASHMI,26/10/2008,0900,18.5,87.5,2.0,1000,30,5,DD,,,
7,BOB,RASHMI,26/10/2008,1200,19.5,88.0,2.5,996,35,6,CS,,,
7,BOB,RASHMI,26/10/2008,1500,20.5,88.5,2.5,996,40,8,CS,,,
7,BOB,RASHMI,26/10/2008,1800,21.0,89.0,2.5,994,40,10,CS,,,
7,BOB,RASHMI,26/10/2008,2100,21.5,89.5,3.0,984,45,14,CS,,,
7,BOB,RASHMI,27/10/2008,0000,22.5,,,992,35,6,CS,,,
7,BOB,RASHMI,27/10/2008,0300,23.0,,,1002,30,5,DD,,,
8,BOB,KHAIMUK,13/11/2008,1200,11.5,85.5,1.5,1002,25,3,D,,,
8,BOB,KHAIMUK,13/11/2008,1800,12.0,85.0,1.5,1002,25,3,D,,,
8,BOB,KHAIMUK,14/11/2008,0000,12.0,85.0,1.5,1002,25,3,D,,,
8,BOB,KHAIMUK,14/11/2008,0300,12.5,85.0,2.0,1000,30,5,DD,,,
8,BOB,KHAIMUK,14/11/2008,0600,13.0,85.0,2.0,1000,30,5,DD,,,
8,BOB,KHAIMUK,14/11/2008,0900,13.5,84.5,2.0,1000,30,5,DD,,,
8,BOB,KHAIMUK,14/11/2008,1200,14.0,84.0,2.5,998,35,6,CS,,,
8,BOB,KHAIMUK,14/11/2008,1500,14.5,83.5,2.5,996,35,6,CS,,,
8,BOB,KHAIMUK,14/11/2008,1800,14.5,83.5,2.5,996,35,6,CS,,,
8,BOB,KHAIMUK,14/11/2008,2100,14.5,83.0,2.5,994,40,8,CS,,,
8,BOB,KHAIMUK,15/11/2008,0000,14.5,83.0,2.5,994,40,8,CS,,,
8,BOB,KHAIMUK,15/11/2008,0300,14.5,82.5,2.5,996,35,6,CS,,,
8,BOB,KHAIMUK,15/11/2008,0600,14.5,82.5,2.0,996,30,5,DD,,,
8,BOB,KHAIMUK,15/11/2008,0900,14.5,82.0,2.0,996,30,5,DD,,,
8,BOB,KHAIMUK,15/11/2008,1200,14.5,81.5,2.0,996,30,5,DD,,,
8,BOB,KHAIMUK,15/11/2008,1500,14.5,81.0,2.0,996,30,5,DD,,,
8,BOB,KHAIMUK,15/11/2008,1800,15.0,80.5,2.0,996,30,5,DD,,,
8,BOB,KHAIMUK,15/11/2008,2100,15.2,80.2,2.0,996,30,5,DD,,,
8,BOB,KHAIMUK,16/11/2008,0000,15.5,79.5,,998,30,5,DD,,,
8,BOB,KHAIMUK,16/11/2008,0300,15.5,78.5,,1004,25,3,D,,,
9,BOB,NISHA,25/11/2008,0900,8.5,81.0,1.5,1001,25,4,D,,,
9,BOB,NISHA,25/11/2008,1200,8.5,81.0,2,1001,30,5,DD,,,
9,BOB,NISHA,25/11/2008,1500,9.0,81.0,2,1001,30,5,DD,,,
9,BOB,NISHA,25/11/2008,1800,9.5,80.5,2,1002,30,5,DD,,,
9,BOB,NISHA,25/11/2008,2100,10.0,80.0,2,1002,30,5,DD,,,
9,BOB,NISHA,26/11/2008,0000,10.0,80.0,2,1000,30,6,DD,,,
9,BOB,NISHA,26/11/2008,0300,10.5,80.0,2.5,1000,40,8,CS,,,
9,BOB,NISHA,26/11/2008,0600,10.5,80.0,2.5,1000,40,8,CS,,,
9,BOB,NISHA,26/11/2008,0900,10.5,80.0,3,996,45,10,CS,,,
9,BOB,NISHA,26/11/2008,1200,10.8,80.0,3,996,45,10,CS,,,
9,BOB,NISHA,26/11/2008,1500,11.0,80.0,3,998,45,10,CS,,,
9,BOB,NISHA,26/11/2008,1800,11.0,80.0,3,998,45,10,CS,,,
9,BOB,NISHA,26/11/2008,2100,11.0,80.0,3,996,45,10,CS,,,
9,BOB,NISHA,27/11/2008,0000,11.3,79.9,3,996,45,10,CS,,,
9,BOB,NISHA,27/11/2008,0300,11.5,79.5,,1000,40,8,CS,,,
9,BOB,NISHA,27/11/2008,0900,12.0,79.0,,1000,30,5,DD,,,
9,BOB,NISHA,27/11/2008,1200,12.0,78.5,,1000,20,3,D,,,
10,BOB,,12/04/2008,0300,6.5,90.0,1.5,1006,25.0,4.0,D,,,
10,BOB,,12/04/2008,0900,7.0,89.5,1.5,1006,25.0,4.0,D,,,
10,BOB,,12/04/2008,1200,7.0,89.5,1.5,1006,25.0,4.0,D,,,
10,BOB,,12/04/2008,1800,7.0,89.0,1.5,1006,25.0,4.0,D,,,
10,BOB,,12/05/2008,0000,7.5,88.5,2.0,1004,30.0,5.0,DD,,,
10,BOB,,12/05/2008,0300,7.5,88.5,2.0,1004,30.0,5.0,DD,,,
10,BOB,,12/05/2008,0900,8.0,88.0,2.0,1004,30.0,5.0,DD,,,
10,BOB,,12/05/2008,1200,8.5,87.5,2.0,1004,30.0,5.0,DD,,,
10,BOB,,12/05/2008,1800,8.5,87.0,2.0,1004,30.0,5.0,DD,,,
10,BOB,,12/06/2008,0300,8.5,85.0,2.0,1006,30.0,5.0,DD,,,
10,BOB,,12/06/2008,0900,8.5,84.5,2.0,1006,30.0,5.0,DD,,,
10,BOB,,12/06/2008,1200,8.5,84.0,2.0,1004,30.0,5.0,DD,,,
10,BOB,,12/06/2008,1800,8.5,83.5,2.0,1004,30.0,5.0,DD,,,
10,BOB,,12/07/2008,0000,8.5,83.0,1.5,1006,25.0,4.0,D,,,
10,BOB,,12/07/2008,0300,8.5,82.5,1.5,1006,25.0,4.0,D,,,
10,BOB,,12/07/2008,0900,8.5,82.0,1.5,1006,25.0,4.0,D,,,
10,BOB,,12/07/2008,1200,8.5,81.5,1.5,1006,25.0,4.0,D,,,
1,BOB,BIJLI,14/04/2009,0900,12.5,88.0,1.5,1004,25,3.0,D,,,
1,BOB,BIJLI,14/04/2009,1200,12.5,88.0,1.5,1002,25,3.0,D,,,
1,BOB,BIJLI,14/04/2009,1800,12.5,88.0,1.5,1002,25,4.0,D,,,
1,BOB,BIJLI,15/04/2009,0000,13.0,88.0,1.5,1000,25,4.0,D,,,
1,BOB,BIJLI,15/04/2009,0300,13.5,87.5,1.5,1000,25,4.0,D,,,
1,BOB,BIJLI,15/04/2009,0600,14.0,87.5,2.0,1000,30,6.0,DD,,,
1,BOB,BIJLI,15/04/2009,1200,15.0,86.5,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,15/04/2009,1500,15.5,86.5,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,15/04/2009,1800,16.0,86.5,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,15/04/2009,2100,16.0,86.5,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,16/04/2009,0000,16.5,86.0,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,16/04/2009,0300,17.0,86.0,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,16/04/2009,0600,17.5,86.0,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,16/04/2009,0900,18.0,86.0,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,16/04/2009,1200,18.5,86.5,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,16/04/2009,1500,18.5,86.5,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,16/04/2009,1800,19.5,87.0,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,16/04/2009,2100,20.0,87.5,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,17/04/2009,0000,20.5,88.0,2.5,996,40,8.0,CS,,,
1,BOB,BIJLI,17/04/2009,0300,20.5,88.5,2.5,996,35,6.0,CS,,,
1,BOB,BIJLI,17/04/2009,0600,21.0,89.0,2.5,996,35,6.0,CS,,,
1,BOB,BIJLI,17/04/2009,0900,21.5,89.5,2.0,996,30,5.0,DD,,,
1,BOB,BIJLI,17/04/2009,1200,21.5,90.0,1.5,996,25,4.0,D,,,
1,BOB,BIJLI,17/04/2009,1500,22.0,91.5,1.5,996,25,4.0,D,,,
2,BOB,AILA,23/05/2009,0600,16.5,88.0,1.5,998,25,3.0,D,,,
2,BOB,AILA,23/05/2009,1200,16.5,88.0,1.5,994,25,3.0,D,,,
2,BOB,AILA,23/05/2009,1800,17.0,88.5,1.5,996,25,4.0,D,,,
2,BOB,AILA,24/05/2009,0000,17.0,88.5,1.5,996,25,4.0,D,,,
2,BOB,AILA,24/05/2009,0300,18.0,88.5,2.0,992,30,5.0,DD,,,
2,BOB,AILA,24/05/2009,0600,18.0,88.5,2.0,988,30,5.0,DD,,,
2,BOB,AILA,24/05/2009,0900,18.0,88.5,2.0,986,30,5.0,DD,,,
2,BOB,AILA,24/05/2009,1200,18.5,88.5,2.5,986,35,6.0,Cs,,,
2,BOB,AILA,24/05/2009,1500,19.0,88.5,2.5,986,35,8.0,CS,,,
2,BOB,AILA,24/05/2009,1800,19.0,88.5,2.5,986,35,8.0,CS,,,
2,BOB,AILA,24/05/2009,2100,20.0,88.0,2.5,984,40,8.0,CS,,,
2,BOB,AILA,25/05/2009,0000,20.0,88.0,2.5,980,40,10.0,CS,,,
2,BOB,AILA,25/05/2009,0300,20.5,88.0,3.0,978,50,12.0,CS,,,
2,BOB,AILA,25/05/2009,0600,21.5,88.0,3.5,974,55,15.0,SCS,,,
2,BOB,AILA,25/05/2009,0900,22.0,88.0,,968,60,20.0,SCS,,,
2,BOB,AILA,25/05/2009,1200,22.5,88.0,,970,50,16.0,SCS,,,
2,BOB,AILA,25/05/2009,1500,23.0,88.0,,978,45,14.0,CS,,,
2,BOB,AILA,25/05/2009,1800,23.5,88.0,,980,40,12.0,CS,,,
2,BOB,AILA,25/05/2009,2100,24.0,88.0,,981,35,10.0,CS,,,
2,BOB,AILA,26/05/2009,0000,25.0,88.0,,982,30,8.0,CS,,,
2,BOB,AILA,26/05/2009,0300,25.5,88.0,,988,25,6.0,DD,,,
2,BOB,AILA,26/05/2009,0600,27.0,88.5,,992,20,4.0,D,,,
3,ARB,,23/06/2009,0000,18.0,71.5,1.5,998,25,4.0,D,,,
3,ARB,,23/06/2009,0300,19.0,71.5,1.5,1000,25,4.0,D,,,
3,ARB,,23/06/2009,0600,19.0,71.5,1.5,1000,25,4.0,D,,,
3,ARB,,23/06/2009,0900,20.0,71.5,1.5,1000,25,4.0,D,,,
3,ARB,,23/06/2009,1200,20.5,71.0,1.5,998,25,4.0,D,,,
3,ARB,,23/06/2009,1500,21.0,71.0,,998,25,4.0,D,,,
3,ARB,,24/06/2009,0000,21.5,70.5,,998,25,4.0,D,,,
4,ARB,,25/06/2009,0900,22.5,68.5,1.5,996,25,4.0,D,,,
4,ARB,,25/06/2009,1200,22.5,68.5,1.5,996,25,4.0,D,,,
4,ARB,,25/06/2009,1800,23.0,68.5,1.5,996,25,4.0,D,,,
5,BOB,,20/07/2009,0300,21.0,88.5,1.5,992,25,3.0,D,,,
5,BOB,,20/07/2009,0600,21.0,88.5,1.5,992,25,3.0,D,,,
5,BOB,,20/07/2009,1200,21.0,88.0,2.0,988,30,4.0,DD,,,
5,BOB,,20/07/2009,1800,21.5,87.0,,992,30,4.0,DD,,,
5,BOB,,21/07/2009,0000,22.0,85.0,,992,30,4.0,DD,,,
5,BOB,,21/07/2009,0300,22.0,84.5,,992,30,4.0,DD,,,
5,BOB,,21/07/2009,0600,22.0,84.0,,994,25,3.0,D,,,
6,BOB,,09/05/2009,0000,20.5,88.0,1.5,990,25,3.0,D,,,
6,BOB,,09/05/2009,0300,21.0,87.5,2.0,988,30,4.0,DD,,,
6,BOB,,09/05/2009,0600,21.5,88.0,2.0,988,30,4.0,DD,,,
6,BOB,,09/05/2009,0900,22.0,87.5,,988,30,4.0,DD,,,
6,BOB,,09/05/2009,1200,22.5,87.5,,988,30,4.0,DD,,,
6,BOB,,09/05/2009,1800,23.0,87.0,,988,30,4.0,DD,,,
6,BOB,,09/06/2009,0000,23.0,86.5,,988,30,4.0,DD,,,
6,BOB,,09/06/2009,0300,23.5,86.0,,988,30,4.0,DD,,,
6,BOB,,09/06/2009,0900,23.5,85.5,,988,30,4.0,DD,,,
6,BOB,,09/06/2009,1200,24.0,85.0,,988,30,4.0,DD,,,
6,BOB,,09/06/2009,1800,24.3,84.5,,988,30,4.0,DD,,,
6,BOB,,09/07/2009,0000,24.5,84.0,,988,30,4.0,DD,,,
6,BOB,,09/07/2009,0300,24.5,84.0,,990,30,4.0,DD,,,
6,BOB,,09/07/2009,0900,24.5,84.0,,994,25,3.0,D,,,
7,ARB,PHYAN,11/09/2009,0900,11.0,72.0,1.5,1000,25,4.0,D,,,
7,ARB,PHYAN,11/09/2009,1200,11.5,71.5,1.5,1000,25,4.0,D,,,
